Time (TU),X (LU),Y (LU),Z (LU),VX (LU/TU),VY (LU/TU),VZ (LU/TU)
0.1456140433985244,0.8281798749507711,0.012201511007183502,9.35157681207848e-33,0.009795324015393559,0.08067241607726773,-1.8081925971750827e-32
0.15427108232680364,0.8282670449080045,0.012897459150314768,9.193429763577982e-33,0.01034221250110929,0.08010437424499484,-1.8453095606818745e-32
0.16289895260813406,0.8283586060030849,0.01358603492858934,9.032645520756252e-33,0.010881258760094131,0.07950708892809417,-1.8816751482109032e-32
0.17149710097070225,0.8284544517650926,0.014266979622741746,8.869320986510553e-33,0.011412186856002449,0.07888115760892205,-1.9172812851194328e-32
0.18006511496552488,0.8285544749164253,0.014940054303378936,8.703550905392253e-33,0.011934741830150513,0.07822718028698945,-1.9521210439072154e-32
0.18860270925153022,0.8286585677306583,0.015605038421282545,8.535427811969804e-33,0.012448688482943875,0.07754575738236752,-1.986188535948065e-32
0.19710971321073364,0.8287666223482437,0.016261728489546344,8.365041996694974e-33,0.012953810216404838,0.07683748789878818,-2.019478811975828e-32
0.20558605912313935,0.8288785310455339,0.016909936802713625,8.192481500138329e-33,0.013449907898334189,0.07610296787655657,-2.051987768163694e-32
0.21403177041069021,0.8289941864534661,0.017549490162457073,8.01783214277881e-33,0.013936798728456913,0.07534278916052407,-2.0837120560952647e-32
0.22244695016292243,0.8291134817306209,0.018180228634073665,7.841177583917116e-33,0.014414315129055154,0.07455753845397771,-2.1146489977536095e-32
0.23083177087057438,0.8292363107069812,0.018802004408875955,7.66259938741618e-33,0.014882303719807876,0.07374779655276972,-2.144796509022539e-32
0.2391864657487139,0.8293625680098793,0.019414680801082957,7.48217708165101e-33,0.015340624398938237,0.07291413768507767,-2.1741530326600167e-32
0.24751131927904343,0.8294921491413737,0.02001813120572362,7.299988261024197e-33,0.015789149401414102,0.07205712916107765,-2.20271747206873e-32
0.25580665923742646,0.8296249505429149,0.020612238189389245,7.116108678579988e-33,0.016227762465384623,0.0711773310980633,-2.2304891340466426e-32
0.2640728514271971,0.829760869673842,0.021196892796034206,6.930612297766814e-33,0.01665635816556854,0.07027529604553102,-2.257467683798194e-32
0.27231029265625417,0.8298998050369919,0.021771993745688487,6.74357139892669e-33,0.017074841174913636,0.06935156895290412,-2.2836530967834695e-32
0.2805194043849934,0.830041656189869,0.02233744670705941,6.55505668667419e-33,0.017483125591233706,0.06840668722790538,-2.3090456159945357e-32
0.2887006289617699,0.8301863237789897,0.022893163772664527,6.365137351065701e-33,0.01788113442032347,0.0674411806357456,-2.3336457200760395e-32
0.2968544233970639,0.8303337095135621,0.023439062786518475,6.173881196163943e-33,0.018268798961955827,0.06645557159835566,-2.3574540863092132e-32
0.30498125933432796,0.8304837162342925,0.023975067110487518,5.98135463318577e-33,0.01864605851776317,0.06545037485452211,-2.3804715741914603e-32
0.3130816170500384,0.830636247863307,0.0245011050039653,5.787622819854395e-33,0.01901285983038968,0.06442609791049568,-2.4026991930231664e-32
0.3211559828731109,0.8307912094022564,0.025017109256011565,5.592749727230351e-33,0.019369156712179383,0.06338324116744799,-2.4241380817560034e-32
0.3292048484975176,0.8309485069581993,0.025523016952073926,5.396798165346365e-33,0.019714909773130503,0.06232229785907701,-2.4447894951930556e-32
0.3372287055615477,0.8311080476695099,0.026018768956350757,5.1998299278612215e-33,0.020050085960746988,0.06124375466118573,-2.4646547792756563e-32
0.3452280478886929,0.8312697397738491,0.026504309892058094,5.0019057540369315e-33,0.020374658447730856,0.06014809134238703,-2.483735367479106e-32
0.35320336844739036,0.8314334925685831,0.02697958779791165,4.803085421122137e-33,0.020688606302441365,0.059035781137929996,-2.5020327643810274e-32
0.3611551547641329,0.8315992163304317,0.027444553718095357,4.603427879851556e-33,0.020991914127304265,0.05790729140365116,-2.5195485278257853e-32
0.369083895541422,0.8317668224633734,0.0278991619630104,4.402991110921236e-33,0.02128457214223551,0.05676308271664166,-2.536284277040354e-32
0.3769900721009954,0.8319362233291381,0.02834336948456807,4.20183236240689e-33,0.021566575691876196,0.0556036101345541,-2.552241667456659e-32
0.38487416118416745,0.8321073323094824,0.02877713593277116,4.000008104112493e-33,0.021837925205268716,0.05442932287915974,-2.567422391913593e-32
0.39273663532241504,0.8322800638183189,0.029200423567703082,3.797574041921523e-33,0.022098626060683642,0.053240664357990554,-2.5818281762645667e-32
0.4005779607049793,0.8324543332572746,0.02961319704266913,3.5945851967955485e-33,0.022348688374408038,0.05203807257474368,-2.595460770834458e-32
